Date,AAPL,AMZN,BA,DIS,GOOGL,GS,INTC,JNJ,JPM,KO,LLY,META,MRK,MSFT,NFLX,NVDA,PEP,PFE,PG,PYPL,TSLA,UNH,V,WMT,XOM
2022-01-04,-0.012691809206018645,-0.016915587005979504,0.027759089076869747,-0.0065707507688758104,-0.00408286221820231,0.030733855566577928,-0.0013153813195136976,-0.002681672962577486,0.037909724279157286,0.016694845746360265,-0.018106214217417982,-0.005937274630045786,0.0018214956845208352,-0.017146695508280074,-0.010412271093896086,-0.027588759733549795,0.0014452628269723267,-0.03742287423066548,0.003498984357327206,-0.019493144560908893,-0.041832696836128,-0.022656572884315773,0.0046519362838834954,-0.01832004700348988,0.03761403027738841
2022-01-05,-0.02659966562594207,-0.018893091563845,-0.002621343190536085,-0.0034673184699871573,-0.04587614493522285,-0.021718936052340654,0.013737241016118062,0.006663487816704672,-0.01828205941776362,0.008293300386686742,-0.02308766956560826,-0.03672769975664325,0.024282145836225677,-0.03838809841544144,-0.03997297995443272,-0.05756225614770727,0.0034058978540938423,0.020172418814827564,0.00452678856834865,-0.020822420020650156,-0.05347121367683638,-0.0024648475697484074,-0.011058350669605477,0.013521207491609122,0.01243731042742402
2022-01-06,-0.01669346640494207,-0.006710981961323137,-0.008119448664098639,0.011018631951406066,-0.00019966033176888054,-0.004264653828189413,0.0025987600592483062,-0.003425854435735398,0.010624005443744755,-0.005264158371855787,-0.005064254104925503,0.02557304088458734,-0.0006337528782529578,-0.007901602512254136,-0.025074012602912532,0.020794002416558044,0.000230224951766278,-0.014200877288118807,-0.008403761623221429,0.02730284007468886,-0.02152337383085412,-0.04092387845758472,-0.0011362881082866982,-0.0027795239576343667,0.023520592296891074
2022-01-07,0.0009884654529825898,-0.004287778294336242,0.019683939311981202,0.00592732246202976,-0.005303112631473539,0.0014612835139780067,-0.010553605062416205,0.013517598139800358,0.00990827113581072,-0.0023150603457345875,0.0006554105878451288,-0.0020153156216102808,0.018647855429912985,0.0005097117152721431,-0.022104133536815063,-0.03303982236602132,0.0012652933106487296,0.01604670830390842,-0.0005528968272446866,-0.024288797541519802,-0.035446567451716815,-0.023528269380440836,-0.012696337947202485,0.009545984408925401,0.008196581114627177
2022-01-10,0.00011621787860671695,-0.006570176170610398,-0.02872390924086432,-0.0077930320775698725,0.012060265395904324,0.004175970706282506,0.03312128598699604,-0.004944209589751947,0.0009572237884816204,0.0016574311366919225,0.0023507916757152802,-0.011211926906483205,0.025778217224585287,0.0007322177732829172,-0.002236321014684406,0.005615111182063259,0.0005169066365959818,0.009332178343701036,-0.013641179062140574,-0.024786798712684632,0.03034195341380186,0.013955653151616287,-0.022999648900324354,-0.0019325657207688307,-0.005952130792650556
2022-01-11,0.016783646038214917,0.024002125643924677,0.03205774588950927,0.008237313291870496,0.007691148727420716,0.009720194718598751,0.0126788760319545,-0.010630040590761114,0.0010158806967925926,0.00033102366382320447,0.008496556374942399,0.019203125150881295,-0.008498405394758324,0.0022592216428203304,0.0018338246238440714,0.015219077432143902,-0.00045912384900892445,0.00800142166372031,-0.011587593624397763,0.046843510369611874,0.005935024657598653,0.008602038842982385,0.011369535030632427,-0.0028352360467311932,0.04206211161493334
2022-01-12,0.002570281353630355,-0.0009373300985386912,0.0066197233936613475,-0.0005699641927563448,0.012126278712506489,-0.03160904193710068,-0.0030404496775784384,-0.00852583208890434,0.005671906079328659,0.0014889703644995755,-0.024397693471731485,-0.0033196511592931133,-0.005754680813608082,0.010445068048904771,-0.006693282933398104,0.006542845531834596,-0.001091596680439344,-0.0007054455889535793,0.002206067170160697,-0.022556476495603772,0.039289748931841784,0.01006419552628679,0.006203972643211042,-0.005270647988256494,-0.0029430786224027283
2022-01-13,-0.019027979115940674,-0.024169655027437842,0.029661977644347415,-0.01495549378466876,-0.020105060367830996,0.001255468372426627,-0.014352584486454933,-0.0060664727936105,-0.001246638771041364,0.005946383110810638,-0.02442167192067224,-0.02034436912022386,0.0014777206106055818,-0.042322460712448606,-0.03354309126671351,-0.0508589989588657,0.0016103316534541445,-0.019594187141296016,-0.004528036648820177,-0.03306619893836782,-0.06749107331435766,-0.013278091302158401,-0.0032914540345732046,0.014152571480169795,-0.007169205418043778
2022-01-14,0.005110454432521561,0.005731487003565627,0.009200593450374273,-0.02251666408776054,0.006447166670292992,-0.02523026502403314,0.013833453103327953,-0.005451392643138986,-0.06146355973838158,0.00804599645264914,-0.022229558262688687,0.016601163771557514,0.0007378769794568196,0.01771661791421364,0.012500040409930024,0.013809949958519363,0.008381984264642206,-0.010622756865345528,0.00960254957871598,-0.014308637608133057,0.017497758575059086,0.0026956764011358825,-0.0015350079119008653,-0.002818640656809146,0.017556597950096675
2022-01-18,-0.018893885081047168,-0.019862738846190164,-0.004204337842113159,0.0021717763234851972,-0.024967725795891127,-0.0696697105121894,-0.016876271199457005,-0.00440902219852457,-0.04192777485886989,-0.007981775118361067,0.012084451364374305,-0.04142807313046337,0.0019662211159201526,-0.024339200202186384,-0.028324647723387164,-0.03856434869242642,-0.009564880507554108,-0.015286714007695545,-0.019272941861909754,-0.02219469939599772,-0.01819724123253097,-0.016428938942012028,0.00484476814985868,-0.01750989809258008,0.016835870768722172
